url,title
https://www.atware.co.jp/blog/vimconf2019-report,VimConf2019のプラチナスポンサーを終えて &mdash; 株式会社アットウェア
https://engineer.dena.jp/2019/11/vimconf.html,VimConf 2019参加レポート - Technology of DeNA
https://quipper.hatenablog.com/entry/mopp_vimconf2019,VimConf 2019 の運営スタッフと登壇とスポンサーをした話 - Quipper Product Team Blog
https://labs.gree.jp/blog/2019/11/19823/,VimConf2019に参加しました | エンジニアブログ | GREE Engineering
